Wall time,Step,Value
1779700975.0722897,3,0.03955078125
1779700983.951433,5,0.0731608122587204
1779700987.4434628,6,0.0863850936293602
1779700995.702251,8,0.1110026091337204
1779701002.5856953,10,0.1391194760799408
1779701006.1466193,11,0.1513671875
1779701011.6465871,12,0.1644287109375
1779701015.1167722,13,0.169189453125
1779701018.6021175,14,0.1775309294462204
1779701022.1525722,15,0.1827392578125
1779701027.5468388,16,0.1894124448299408
1779701031.0799198,17,0.199951171875
1779701034.7862482,18,0.2095133513212204
1779701038.210465,19,0.2234700620174408
1779701043.523036,20,0.2298177182674408
1779701050.6548066,22,0.2466227263212204
1779701057.527058,24,0.2609456479549408
1779701062.9656045,25,0.2710368037223816
1779701082.6263332,30,0.3031005859375
1779701086.2003942,31,0.3116048276424408
1779701089.828566,32,0.3230387568473816
1779701095.6753979,33,0.3345133662223816
1779701099.1945403,34,0.3451741635799408
1779701106.1849818,36,0.3782958984375
1779701118.5105805,39,0.4365641474723816
1779701122.1645198,40,0.4561360776424408
1779701130.9676192,42,0.5010986328125
1779701134.4293532,43,0.5234375
1779701137.9562612,44,0.5343424677848816
1779701143.2442565,45,0.5483805537223816
1779701150.4495015,47,0.5631917715072632
1779701157.762952,49,0.576904296875
1779701162.962289,50,0.5795491933822632
1779701173.4470923,53,0.5900472402572632
1779701178.4682603,54,0.5851644277572632
1779701181.8562088,55,0.5857340693473816
1779701185.202814,56,0.5850830078125
1779701188.6130373,57,0.5849609375
1779701200.357242,60,0.571044921875
1779701203.712845,61,0.5679118037223816
1779701212.2927551,63,0.5674235224723816
1779701215.7195787,64,0.5673421621322632
1779701219.1528587,65,0.5757650136947632
1779701224.1095757,66,0.5819091796875
1779701227.573919,67,0.5851237177848816
1779701230.9002502,68,0.5889078974723816
1779701234.2499864,69,0.5955810546875
1779701243.299812,71,0.6164957880973816
1779701247.0529797,72,0.6308187246322632
1779701250.702937,73,0.6416015625
1779701254.536345,74,0.6498616933822632
1779701264.1797504,76,0.6549072265625
1779701271.4702652,78,0.65380859375
1779701276.9695895,79,0.6520182490348816
1779701284.0063872,81,0.6297200918197632
1779701287.6229322,82,0.6288248896598816
1779701296.4662855,84,0.6100667715072632
1779701300.0400424,85,0.5876871943473816
1779701303.622507,86,0.573486328125
1779701309.364699,87,0.5647379755973816
1779701313.0163233,88,0.5614827871322632
1779701316.639907,89,0.5585530996322632
1779701325.7466476,91,0.5490316152572632
1779701329.3395314,92,0.5480550527572632
1779701332.9429307,93,0.5411376953125
1779701336.4597313,94,0.5393880605697632
1779701355.729679,99,0.566162109375
1779701360.9995875,100,0.5733642578125
1779701368.1663692,102,0.5820719599723816
1779701376.6063402,104,0.5890299677848816
1779701380.0301478,105,0.5935872793197632
1779701383.4835703,106,0.5986328125
1779701395.4795272,109,0.6007894277572632
1779701411.0696847,113,0.5720621943473816
1779701423.5130405,116,0.5519205927848816
1779701430.6770625,118,0.5362548828125
1779701434.2764473,119,0.5362548828125
1779701439.4646318,120,0.5338948965072632
1779701453.4161937,124,0.5502116084098816
1779701458.5062115,125,0.5548909902572632
1779701461.9628162,126,0.560546875
1779701465.457361,127,0.5596923828125
1779701474.166229,129,0.564697265625
1779701477.869261,130,0.5662028193473816
1779701490.6324673,133,0.569091796875
1779701501.716328,136,0.5830485224723816
1779701507.013419,137,0.5856119990348816
1779701514.2063055,139,0.5804850459098816
1779701523.2329535,141,0.582763671875
1779701526.9162552,142,0.5832113027572632
