Wall time,Step,Value
1779717932.302971,0,0.0030279778875410557
1779717934.7897007,1,0.008247516117990017
1779717937.2496188,2,0.011804882436990738
1779717939.7099779,3,0.020482774823904037
1779717942.0840268,4,0.024166900664567947
1779717944.4770603,5,0.03163451701402664
1779717946.9002018,6,0.034494537860155106
1779717949.3575685,7,0.03989294171333313
1779717954.656926,8,0.04107286408543587
1779717956.1154954,9,0.05870253965258598
1779717957.5573256,10,0.05602897331118584
1779717959.0036635,11,0.0672459602355957
1779717960.413532,12,0.05381367355585098
1779717961.8083098,13,0.06166353076696396
1779717963.1951792,14,0.07134854793548584
1779717964.6525548,15,0.08085025101900101
1779717966.1305182,16,0.07448452711105347
1779717967.6153855,17,0.07631318271160126
1779717969.1178765,18,0.08104041963815689
1779717970.6677139,19,0.06869639456272125
1779717972.1810658,20,0.07252331078052521
1779717973.7779076,21,0.06838233768939972
1779717975.283807,22,0.06793873757123947
1779717976.8281834,23,0.0754263699054718
1779717978.3458436,24,0.05217741057276726
1779717979.8491073,25,0.0615515410900116
1779717981.3224866,26,0.06575445830821991
1779717982.7891583,27,0.06200658529996872
1779717984.2391913,28,0.04849246144294739
1779717985.7159638,29,0.06957937777042389
1779717987.1890562,30,0.06323735415935516
1779717988.6653483,31,0.08266332000494003
1779717990.085751,32,0.07566677778959274
1779717991.472363,33,0.06982573121786118
1779717992.8759186,34,0.06731688976287842
1779717994.2359238,35,0.1128000020980835
1779717995.6020584,36,0.06346514075994492
1779717996.9168198,37,0.08306249976158142
1779717998.1646285,38,0.13859640061855316
1779717999.5507233,39,0.14916719496250153
1779718000.9655192,40,0.14670845866203308
1779718002.4444063,41,0.10901133716106415
1779718003.897752,42,0.1231260895729065
1779718005.3255696,43,0.13318677246570587
1779718006.8089688,44,0.17641982436180115
1779718008.3023746,45,0.15529973804950714
1779718009.769724,46,0.15393507480621338
1779718011.2111156,47,0.15718179941177368
1779718012.6484554,48,0.13896559178829193
1779718014.1243002,49,0.15032610297203064
1779718015.627209,50,0.10459285229444504
1779718017.1540787,51,0.14327196776866913
1779718018.5988743,52,0.11486047506332397
1779718020.1147113,53,0.19298940896987915
1779718021.7297873,54,0.16918480396270752
1779718023.2624192,55,0.11405541747808456
1779718024.6874924,56,0.19040846824645996
1779718026.059094,57,0.2256842702627182
