Wall time,Step,Value
1779717932.3044705,0,-0.013426150195300579
1779717934.7906957,1,-0.020775893703103065
1779717937.2506163,2,-0.022845199331641197
1779717939.710978,3,-0.023436136543750763
1779717942.0855286,4,-0.02359463833272457
1779717944.4780598,5,-0.025748562067747116
1779717946.9011996,6,-0.026195956394076347
1779717949.3585675,7,-0.025861438363790512
1779717954.657926,8,-0.027597438544034958
1779717956.116494,9,-0.028078731149435043
1779717957.557826,10,-0.028848882764577866
1779717959.0046701,11,-0.029503758996725082
1779717960.4145315,12,-0.026512112468481064
1779717961.8093097,13,-0.027070490643382072
1779717963.1961734,14,-0.02816121093928814
1779717964.6535552,15,-0.02947528287768364
1779717966.1315186,16,-0.02867319993674755
1779717967.6163864,17,-0.02905588410794735
1779717969.1188767,18,-0.028379319235682487
1779717970.6687138,19,-0.025285979732871056
1779717972.1815674,20,-0.025756334885954857
1779717973.7789052,21,-0.023727398365736008
1779717975.2853057,22,-0.024769483134150505
1779717976.828684,23,-0.02446475625038147
1779717978.3458436,24,-0.019961442798376083
1779717979.8525727,25,-0.021436473354697227
1779717981.3224866,26,-0.021910879760980606
1779717982.792438,27,-0.021624110639095306
1779717984.2391913,28,-0.018665365874767303
1779717985.7195451,29,-0.021438155323266983
1779717987.1903324,30,-0.020173925906419754
1779717988.6668754,31,-0.023059304803609848
1779717990.085751,32,-0.022089313715696335
1779717991.472363,33,-0.02078394405543804
1779717992.8792715,34,-0.02243610844016075
1779717994.239256,35,-0.02539019286632538
1779717995.6035514,36,-0.022178776562213898
1779717996.9173195,37,-0.02261410653591156
1779717998.1656268,38,-0.024322669953107834
1779717999.5512211,39,-0.029046181589365005
1779718000.966518,40,-0.028812527656555176
1779718002.4449065,41,-0.022658221423625946
1779718003.898752,42,-0.027109747752547264
1779718005.3265772,43,-0.027707140892744064
1779718006.8104665,44,-0.02949902042746544
1779718008.3033738,45,-0.02701551280915737
1779718009.7707305,46,-0.02287607640028
1779718011.2126155,47,-0.025146782398223877
1779718012.6489584,48,-0.022631075233221054
1779718014.1253002,49,-0.02586347609758377
1779718015.6282063,50,-0.022144436836242676
1779718017.1550782,51,-0.025481780990958214
1779718018.5998735,52,-0.02220868691802025
1779718020.1157193,53,-0.0276356041431427
1779718021.7297873,54,-0.023279592394828796
1779718023.265728,55,-0.021168624982237816
1779718024.6880035,56,-0.025562305003404617
1779718026.059094,57,-0.02869882993400097
1779718027.419075,58,-0.028429042547941208
1779718028.852349,59,-0.026933424174785614
1779718030.3492138,60,-0.026289530098438263
1779718031.8491066,61,-0.024810736998915672
1779718033.2191722,62,-0.024821732193231583
1779718034.672496,63,-0.025196461006999016
1779718036.0857203,64,-0.024465356022119522
1779718037.5227122,65,-0.027322499081492424
1779718039.0354185,66,-0.024254698306322098
1779718040.4790645,67,-0.02354837767779827
1779718041.8791115,68,-0.021454602479934692
1779718043.315802,69,-0.02561679482460022
1779718044.7224336,70,-0.02174462378025055
1779718046.0657263,71,-0.021176308393478394
1779718047.4490743,72,-0.022729655727744102
1779718048.8662112,73,-0.021355077624320984
1779718050.2957537,74,-0.02288614958524704
1779718051.6690803,75,-0.020718708634376526
1779718053.0357046,76,-0.02119883894920349
1779718054.465853,77,-0.021419260650873184
1779718055.9456801,78,-0.02113482914865017
1779718057.2900803,79,-0.01816575601696968
1779718058.6124322,80,-0.020869670435786247
1779718059.9810302,81,-0.022712677717208862
1779718061.4390748,82,-0.01848604902625084
1779718063.5490274,83,-0.021502941846847534
1779718065.942873,84,-0.020475264638662338
1779718068.462531,85,-0.022504638880491257
1779718070.9659126,86,-0.02389041893184185
1779718073.5263393,87,-0.021014166995882988
1779718076.0095077,88,-0.021572496742010117
1779718078.5192297,89,-0.02197474054992199
1779718081.2558362,90,-0.02221265435218811
1779718086.949542,91,-0.02084904909133911
1779718088.4794896,92,-0.01959545724093914
1779718090.0791316,93,-0.02136312983930111
1779718091.5635414,94,-0.02092825248837471
1779718092.962649,95,-0.02392543852329254
1779718094.4784071,96,-0.02138551138341427
1779718096.0104773,97,-0.019645992666482925
1779718097.455934,98,-0.02306724339723587
1779718098.9192255,99,-0.0219579990953207
1779718100.378215,100,-0.022533196955919266
1779718101.8625596,101,-0.0222336258739233
1779718103.392455,102,-0.023809855803847313
1779718104.9127693,103,-0.023894406855106354
1779718106.395824,104,-0.020021572709083557
1779718107.909172,105,-0.0233750119805336
1779718109.4224174,106,-0.02266058698296547
1779718110.9346843,107,-0.021932333707809448
1779718112.4292946,108,-0.024239182472229004
1779718113.9861217,109,-0.022314168512821198
1779718115.5391731,110,-0.022448141127824783
1779718117.0258331,111,-0.021511565893888474
1779718118.5359418,112,-0.02000274509191513
1779718120.049194,113,-0.022269411012530327
1779718121.4857724,114,-0.020737869665026665
1779718122.9891727,115,-0.021710535511374474
1779718124.5277498,116,-0.02215457521378994
1779718126.022452,117,-0.02059413492679596
1779718127.469236,118,-0.024191655218601227
1779718128.9324749,119,-0.024067288264632225
1779718130.409134,120,-0.020402396097779274
1779718131.7858844,121,-0.024011580273509026
1779718133.1996303,122,-0.021027885377407074
1779718134.6093535,123,-0.023021524772047997
1779718136.0858452,124,-0.0237744003534317
1779718137.4924767,125,-0.019332576543092728
1779718138.8958242,126,-0.0235776137560606
1779718140.2391775,127,-0.02336084470152855
1779718141.5903478,128,-0.02286563068628311
1779718142.9658203,129,-0.024998735636472702
1779718144.360048,130,-0.021778475493192673
1779718145.7391434,131,-0.023937609046697617
1779718147.152536,132,-0.02419176697731018
1779718148.5891569,133,-0.02263529598712921
